Date,Device,Region,VisitorType,AddToCart,Checkout,PaymentSuccess,Revenue
2024-12-10,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2024-05-17,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-09-15,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-05-30,Mobile,North America,Returning_Visitor,True,True,True,149.2235217066388
2023-12-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-03-21,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-12-16,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2024-08-29,Mobile,Asia,New_Visitor,True,True,False,0.0
2024-10-25,Mobile,North America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2025-01-28,Desktop,Latin America,Returning_Visitor,True,False,False,0.0
2023-08-31,Mobile,North America,New_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-02-09,Desktop,Asia,Returning_Visitor,True,True,True,54.13144901562498
2023-08-17,Mobile,North America,Returning_Visitor,True,True,True,69.54379579418527
2024-07-01,Desktop,Latin America,New_Visitor,True,True,True,146.45827031350245
2023-08-11,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-01-06,Mobile,Europe,Returning_Visitor,True,True,True,91.55485810200244
2023-11-18,Mobile,Latin America,New_Visitor,True,True,True,187.19216474604264
2024-04-12,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2025-01-01,Desktop,Europe,New_Visitor,True,True,True,65.98500502846909
2023-03-16,Mobile,Latin America,Returning_Visitor,True,True,True,127.56364425232665
2023-01-04,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-10-07,Mobile,North America,Returning_Visitor,True,True,True,182.04347175160302
2023-04-28,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2024-08-28,Mobile,Asia,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-07-27,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-03-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-07-13,Mobile,Europe,New_Visitor,True,False,False,0.0
2024-12-15,Mobile,Asia,New_Visitor,True,True,True,183.75740929929555
2024-01-27,Mobile,Asia,New_Visitor,True,True,False,0.0
2023-01-26,Desktop,North America,Returning_Visitor,True,True,False,0.0
2024-03-10,Desktop,Asia,New_Visitor,True,False,False,0.0
2023-06-22,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-10-27,Mobile,North America,Returning_Visitor,True,True,True,38.112972907109786
2024-10-06,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-11-22,Mobile,North America,Returning_Visitor,True,True,True,112.35465393131459
2024-02-14,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2023-04-28,Mobile,Latin America,Returning_Visitor,True,True,True,139.33250596032593
2024-12-24,Mobile,North America,New_Visitor,True,True,False,0.0
2023-08-13,Desktop,North America,Returning_Visitor,True,True,True,132.04703824263095
2024-06-15,Mobile,North America,Returning_Visitor,True,False,False,0.0
2023-04-23,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-05-20,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-07-12,Mobile,Latin America,New_Visitor,True,True,True,35.46992481111733
2025-02-25,Desktop,North America,New_Visitor,False,False,False,0.0
2023-03-31,Mobile,Asia,Returning_Visitor,True,True,True,155.45443273352134
2024-10-15,Mobile,Asia,New_Visitor,True,True,True,66.97993795716631
2023-11-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-07-03,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-02-25,Mobile,Asia,New_Visitor,True,True,True,102.28013084570796
2024-05-25,Desktop,Europe,New_Visitor,True,True,False,0.0
2023-09-16,Desktop,Europe,Returning_Visitor,True,True,True,127.58008748762644
2025-02-25,Mobile,Asia,Returning_Visitor,True,True,True,165.89542681222588
2024-11-20,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-01-10,Desktop,Europe,Returning_Visitor,True,True,True,191.61623779878843
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-10-11,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-06-21,Mobile,Latin America,Returning_Visitor,True,True,True,111.08346239658901
2023-01-13,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-06-17,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-10-03,Mobile,North America,Returning_Visitor,True,True,True,127.21098995158172
2024-08-18,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2023-11-17,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-11-15,Mobile,Europe,New_Visitor,True,True,True,60.86712256463463
2024-09-04,Desktop,Latin America,Returning_Visitor,True,False,False,0.0
2023-11-25,Desktop,North America,New_Visitor,True,True,True,86.79035532391588
2025-02-23,Desktop,Asia,New_Visitor,True,False,False,0.0
2025-02-15,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2024-07-03,Mobile,Latin America,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-02-25,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2024-08-03,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-11-14,Mobile,Asia,New_Visitor,True,True,True,145.50372520035438
2023-08-24,Desktop,Asia,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,True,True,True,23.656291061907186
2024-01-11,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-04-03,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-02-25,Desktop,Asia,New_Visitor,True,True,False,0.0
2024-08-10,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-06-30,Desktop,Europe,Returning_Visitor,False,False,False,0.0
2024-05-27,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2023-10-23,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-07-25,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-12-15,Mobile,North America,New_Visitor,True,True,True,53.17753441496792
2025-02-17,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-08-17,Mobile,Asia,Returning_Visitor,True,True,True,101.7868249622338
2023-09-27,Desktop,Europe,Returning_Visitor,True,True,False,0.0
2023-10-18,Desktop,Asia,New_Visitor,True,False,False,0.0
2024-12-25,Mobile,North America,Returning_Visitor,True,False,False,0.0
2023-06-14,Mobile,Europe,New_Visitor,True,True,False,0.0
2023-01-05,Mobile,Latin America,Returning_Visitor,True,True,True,27.58304353291357
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-03-19,Mobile,North America,New_Visitor,True,True,True,126.49631541040911
2024-02-14,Mobile,Europe,New_Visitor,True,True,False,0.0
2024-07-27,Mobile,Europe,New_Visitor,True,True,False,0.0
2023-05-12,Mobile,North America,New_Visitor,False,False,False,0.0
2024-08-23,Desktop,Europe,New_Visitor,True,False,False,0.0
2025-01-18,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-02-11,Mobile,Europe,New_Visitor,True,False,False,0.0
2023-03-30,Mobile,Asia,Returning_Visitor,True,True,True,182.92193340445746
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-10-23,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-10-22,Mobile,North America,New_Visitor,True,True,False,0.0
2024-09-07,Mobile,Latin America,New_Visitor,True,True,True,188.78154058794766
2024-06-09,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-11-21,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-09-28,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-02-26,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-01-23,Desktop,Europe,Returning_Visitor,True,True,True,91.03995030148512
2025-02-25,Mobile,Europe,New_Visitor,True,True,False,0.0
2023-05-23,Desktop,Asia,New_Visitor,True,False,False,0.0
2024-10-26,Mobile,North America,New_Visitor,True,True,True,158.37139685249332
2023-05-25,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2023-08-13,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-05-17,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-09-07,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-04-14,Mobile,Asia,New_Visitor,True,True,True,59.82716376108365
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-07-17,Mobile,North America,New_Visitor,True,True,True,199.49713953461443
2024-10-07,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-08-01,Mobile,North America,New_Visitor,False,False,False,0.0
2024-01-26,Mobile,Asia,New_Visitor,True,True,False,0.0
2023-06-28,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2024-07-07,Mobile,North America,New_Visitor,True,False,False,0.0
2024-03-23,Mobile,Asia,New_Visitor,True,True,True,174.45232007593683
2024-05-14,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-01-15,Desktop,Europe,New_Visitor,True,True,True,175.27716953811748
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-10-30,Mobile,North America,Returning_Visitor,True,True,True,183.19597397311406
2023-10-16,Desktop,North America,Returning_Visitor,False,False,False,0.0
2024-04-22,Mobile,Asia,New_Visitor,True,True,False,0.0
2023-08-19,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2024-02-24,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-06-06,Mobile,Europe,New_Visitor,True,True,True,35.438204843020905
2024-07-03,Mobile,Asia,Returning_Visitor,True,True,True,124.31507676623163
2024-03-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-04-07,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-02-15,Desktop,Europe,New_Visitor,True,True,True,52.726966093860995
2023-10-16,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-09-11,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2023-07-15,Mobile,North America,Returning_Visitor,True,True,True,121.48810044248543
2024-08-20,Mobile,North America,New_Visitor,True,True,False,0.0
2024-06-05,Mobile,North America,Returning_Visitor,True,True,True,54.084260946953876
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-09-26,Desktop,Asia,New_Visitor,True,False,False,0.0
2023-04-28,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2023-06-08,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-08-16,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-08-04,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-11-26,Mobile,Asia,New_Visitor,True,False,False,0.0
2023-01-15,Mobile,North America,New_Visitor,True,True,True,66.99553735993659
2023-06-06,Mobile,North America,Returning_Visitor,True,False,False,0.0
2024-10-09,Mobile,North America,Returning_Visitor,True,True,True,132.73157621076894
2023-09-18,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Desktop,Asia,Returning_Visitor,False,False,False,0.0
2023-02-16,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-11-20,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-11-15,Mobile,Latin America,New_Visitor,True,True,True,154.14842450603518
2023-05-10,Mobile,North America,Returning_Visitor,True,True,True,135.6439578201048
2024-02-15,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-04-05,Mobile,Europe,New_Visitor,True,True,True,124.05995489768158
2024-09-18,Mobile,Europe,Returning_Visitor,True,True,True,112.13787953815702
2025-01-24,Mobile,North America,Returning_Visitor,True,False,False,0.0
2023-10-19,Mobile,Asia,Returning_Visitor,True,True,True,57.08254038794959
2023-10-10,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-03-10,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Desktop,Europe,New_Visitor,False,False,False,0.0
2023-01-11,Mobile,North America,New_Visitor,False,False,False,0.0
2023-09-11,Mobile,Asia,Returning_Visitor,True,True,True,75.06611873867237
2024-07-03,Mobile,Asia,Returning_Visitor,True,True,True,64.816004782884
2023-05-14,Mobile,Europe,New_Visitor,True,True,False,0.0
2024-12-12,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-01-23,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-10-29,Desktop,Europe,Returning_Visitor,True,False,False,0.0
2023-12-29,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2024-01-31,Mobile,North America,New_Visitor,True,True,True,128.22270429101783
2023-08-06,Mobile,Asia,New_Visitor,True,True,True,107.0608266198183
2024-02-25,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-09-07,Mobile,North America,New_Visitor,True,False,False,0.0
2023-07-29,Mobile,Asia,New_Visitor,True,True,True,187.8995373770665
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-09-07,Mobile,Latin America,Returning_Visitor,True,True,True,31.1243558938799
2024-11-13,Mobile,Asia,New_Visitor,True,True,True,131.1547903439864
2024-04-04,Mobile,Asia,Returning_Visitor,True,True,True,37.468535875600864
2023-12-22,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-05-13,Desktop,North America,Returning_Visitor,True,True,False,0.0
2023-05-07,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2023-04-16,Mobile,Europe,New_Visitor,True,True,True,80.03966135127285
2024-08-26,Mobile,Latin America,New_Visitor,True,True,False,0.0
2024-01-13,Mobile,Latin America,New_Visitor,True,True,True,28.512025955288166
2023-02-20,Mobile,Asia,New_Visitor,False,False,False,0.0
2025-02-25,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,True,True,True,161.3210880787756
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-12-26,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-02-11,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-09-04,Mobile,North America,New_Visitor,True,True,False,0.0
2024-02-09,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2024-09-13,Mobile,Europe,New_Visitor,True,True,False,0.0
2024-02-24,Mobile,Asia,New_Visitor,True,True,True,145.1118090911699
2023-07-01,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-01-01,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-07-20,Mobile,North America,New_Visitor,True,True,True,102.17085065858268
2024-01-06,Mobile,North America,Returning_Visitor,True,True,True,52.509730251270355
2024-10-22,Mobile,Latin America,New_Visitor,True,True,False,0.0
2024-03-06,Mobile,Latin America,New_Visitor,True,False,False,0.0
2023-11-05,Mobile,North America,New_Visitor,True,True,True,50.673138648221894
2023-05-17,Desktop,North America,New_Visitor,True,True,True,177.0228019599802
2023-07-21,Mobile,North America,Returning_Visitor,True,True,True,173.81617988714697
2024-03-11,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-11-09,Mobile,Europe,New_Visitor,False,False,False,0.0
2023-04-27,Mobile,North America,Returning_Visitor,False,False,False,0.0
2024-10-27,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-07-28,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-08-24,Mobile,Europe,Returning_Visitor,True,True,True,55.67676496949438
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-01-21,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2023-07-29,Mobile,Asia,New_Visitor,True,True,False,0.0
2024-04-19,Desktop,Asia,Returning_Visitor,True,True,False,0.0
2024-02-22,Mobile,Europe,New_Visitor,True,True,True,161.78829658604502
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-06-12,Mobile,Europe,Returning_Visitor,True,True,True,64.44283597093154
2024-10-01,Mobile,North America,New_Visitor,True,True,False,0.0
2025-02-01,Mobile,Latin America,New_Visitor,True,True,True,132.7130519741891
2023-06-28,Mobile,Europe,Returning_Visitor,True,True,False,0.0
2023-07-01,Mobile,Europe,New_Visitor,True,True,True,180.04528893621486
2024-10-25,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-01-25,Mobile,North America,Returning_Visitor,True,False,False,0.0
2023-06-29,Desktop,North America,Returning_Visitor,True,False,False,0.0
2024-12-10,Mobile,Latin America,New_Visitor,True,True,True,112.58806216601556
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-06-10,Mobile,Asia,Returning_Visitor,True,True,True,53.85359226547406
2024-02-25,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-10-12,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-03-04,Mobile,Latin America,Returning_Visitor,True,True,True,22.12398135942762
2024-10-23,Mobile,Europe,Returning_Visitor,True,True,True,68.33233912492224
2024-10-27,Desktop,Asia,New_Visitor,True,True,True,56.92434518967012
2023-06-05,Desktop,North America,Returning_Visitor,True,False,False,0.0
2024-04-13,Desktop,Asia,New_Visitor,False,False,False,0.0
2023-02-18,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-03-25,Mobile,Latin America,New_Visitor,True,True,True,101.70822273501992
2023-12-27,Mobile,Latin America,Returning_Visitor,True,True,True,54.109470519166564
2024-11-19,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2024-09-21,Mobile,Asia,New_Visitor,True,False,False,0.0
2023-12-08,Mobile,Asia,New_Visitor,True,True,True,198.05409804324248
2024-04-20,Mobile,Europe,New_Visitor,True,True,True,53.11586984172856
2023-03-04,Mobile,North America,Returning_Visitor,True,True,True,81.4740804007946
2024-12-01,Desktop,Latin America,New_Visitor,False,False,False,0.0
2023-12-26,Mobile,North America,New_Visitor,False,False,False,0.0
2024-07-14,Mobile,North America,New_Visitor,False,False,False,0.0
2023-11-23,Mobile,Latin America,Returning_Visitor,True,True,True,182.29050980926516
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2025-01-05,Desktop,Europe,Returning_Visitor,True,True,False,0.0
2023-05-21,Mobile,Asia,New_Visitor,True,True,True,85.90934227093227
2023-08-03,Mobile,North America,New_Visitor,True,True,False,0.0
2024-02-25,Mobile,Asia,New_Visitor,True,True,False,0.0
2024-12-23,Desktop,Europe,New_Visitor,True,True,False,0.0
2023-11-14,Mobile,North America,New_Visitor,True,True,False,0.0
2023-02-01,Desktop,Europe,New_Visitor,True,True,True,96.8584398929069
2024-10-31,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-10-12,Mobile,North America,New_Visitor,True,True,True,131.54804120232336
2023-11-01,Mobile,North America,New_Visitor,True,True,False,0.0
2024-03-04,Desktop,Europe,Returning_Visitor,True,True,True,87.26685269597637
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-10-13,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-05-24,Mobile,Europe,New_Visitor,True,True,True,125.59323583471057
2024-02-28,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-01-19,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-01-18,Desktop,Latin America,New_Visitor,True,True,True,170.6495660227906
2025-02-07,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2024-08-12,Mobile,North America,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-06-24,Mobile,Asia,Returning_Visitor,True,True,True,36.50326957202344
2023-07-13,Mobile,Asia,Returning_Visitor,True,True,True,74.10762113201406
2024-05-16,Mobile,Europe,Returning_Visitor,True,False,False,0.0
2023-04-23,Mobile,Latin America,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,New_Visitor,True,True,True,170.78023219386938
2023-08-10,Mobile,Europe,New_Visitor,True,True,True,61.52815453695643
2024-11-08,Mobile,Europe,New_Visitor,True,True,True,151.56263633073095
2024-10-05,Mobile,Latin America,New_Visitor,True,True,True,93.04831934956792
2023-09-21,Desktop,Asia,New_Visitor,False,False,False,0.0
2023-02-24,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2024-10-04,Desktop,Europe,New_Visitor,True,True,False,0.0
2025-02-16,Mobile,North America,New_Visitor,True,True,False,0.0
2024-04-02,Mobile,North America,New_Visitor,True,True,True,186.31250808298321
2023-06-11,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2024-01-15,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-02-24,Mobile,Europe,Returning_Visitor,True,True,True,156.76132162498837
2024-04-20,Mobile,Latin America,Returning_Visitor,True,True,False,0.0
2023-06-27,Mobile,North America,New_Visitor,True,True,True,161.73670095058154
2024-01-26,Desktop,North America,New_Visitor,True,True,True,130.84341364884875
2025-02-25,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-01-08,Desktop,Latin America,New_Visitor,True,True,True,82.14253540521571
2023-11-09,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-01-28,Mobile,Asia,New_Visitor,True,True,True,79.09189629770043
2024-03-18,Mobile,North America,Returning_Visitor,False,False,False,0.0
2025-02-05,Mobile,Europe,New_Visitor,True,True,True,180.76000218094964
2023-11-24,Desktop,Latin America,Returning_Visitor,True,False,False,0.0
2023-02-23,Desktop,North America,New_Visitor,True,True,True,95.30521794341306
2025-01-30,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-08-27,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-08-17,Desktop,Latin America,New_Visitor,True,False,False,0.0
2024-08-01,Mobile,North America,New_Visitor,True,True,False,0.0
2023-02-20,Desktop,Asia,New_Visitor,True,False,False,0.0
2024-08-31,Mobile,Latin America,New_Visitor,True,True,True,68.26531772584354
2024-08-26,Mobile,North America,Returning_Visitor,True,True,False,0.0
2023-09-21,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-02-22,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2023-04-06,Mobile,Latin America,New_Visitor,False,False,False,0.0
2023-03-29,Mobile,Latin America,New_Visitor,True,True,False,0.0
2023-03-19,Mobile,Asia,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,North America,Returning_Visitor,True,True,True,64.49791450394088
2023-04-30,Mobile,Latin America,New_Visitor,True,True,True,193.54371192297907
2024-05-05,Mobile,North America,Returning_Visitor,True,True,False,0.0
2024-03-27,Mobile,Latin America,New_Visitor,True,True,False,0.0
2024-05-14,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2023-06-14,Mobile,Asia,New_Visitor,False,False,False,0.0
2023-07-01,Desktop,Latin America,New_Visitor,False,False,False,0.0
2024-04-13,Desktop,Latin America,Returning_Visitor,True,True,False,0.0
2025-01-04,Mobile,Europe,New_Visitor,True,False,False,0.0
2023-01-07,Mobile,Asia,New_Visitor,True,True,True,171.79383036642787
2023-11-26,Desktop,Europe,New_Visitor,False,False,False,0.0
2025-02-13,Desktop,Asia,Returning_Visitor,True,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-05-31,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-03-26,Mobile,Latin America,New_Visitor,True,False,False,0.0
2025-02-25,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-09-15,Mobile,North America,New_Visitor,True,False,False,0.0
2024-01-16,Mobile,Asia,New_Visitor,False,False,False,0.0
2024-07-01,Desktop,Asia,Returning_Visitor,True,True,True,68.3232431837243
2023-10-12,Desktop,Latin America,New_Visitor,True,True,True,107.58444034650884
2024-11-30,Mobile,North America,New_Visitor,False,False,False,0.0
2023-03-23,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2024-05-28,Mobile,Latin America,Returning_Visitor,True,True,True,67.47160844726636
2024-12-09,Desktop,North America,New_Visitor,True,True,False,0.0
2024-06-06,Mobile,Latin America,New_Visitor,True,True,True,175.22669085416845
2025-01-15,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-01-21,Mobile,Latin America,New_Visitor,True,True,True,58.57107836186119
2024-12-07,Mobile,North America,New_Visitor,False,False,False,0.0
2024-04-15,Mobile,North America,New_Visitor,True,True,True,165.6792232936577
2023-04-29,Mobile,Latin America,Returning_Visitor,True,False,False,0.0
2024-01-31,Mobile,North America,New_Visitor,False,False,False,0.0
2024-06-15,Desktop,Asia,New_Visitor,True,True,False,0.0
2023-09-18,Desktop,Europe,New_Visitor,False,False,False,0.0
2023-09-13,Desktop,Europe,New_Visitor,True,True,True,173.62176093371775
2025-01-03,Mobile,North America,New_Visitor,True,True,True,180.45530178547278
2023-08-14,Mobile,Asia,Returning_Visitor,True,True,False,0.0
2023-02-22,Mobile,North America,Returning_Visitor,True,True,True,189.9027704027147
2024-05-14,Desktop,Asia,New_Visitor,True,True,False,0.0
2024-05-20,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2023-12-30,Mobile,Asia,New_Visitor,True,True,True,30.384627552549546
2023-10-07,Mobile,Asia,Returning_Visitor,True,True,True,129.4699004306263
2024-08-15,Mobile,North America,New_Visitor,True,False,False,0.0
2024-12-14,Mobile,North America,Returning_Visitor,True,False,False,0.0
2023-06-07,Mobile,Europe,New_Visitor,True,True,False,0.0
2024-09-23,Mobile,Asia,Returning_Visitor,True,False,False,0.0
2023-02-28,Mobile,Asia,Returning_Visitor,True,True,True,141.22910624366472
2024-12-27,Desktop,North America,New_Visitor,True,False,False,0.0
2023-05-08,Mobile,North America,New_Visitor,True,True,True,156.63548903827237
2025-01-05,Mobile,Asia,New_Visitor,True,True,True,171.80754389642357
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-04-25,Desktop,Latin America,New_Visitor,True,False,False,0.0
2023-07-28,Mobile,Europe,Returning_Visitor,True,True,True,84.80279714001169
2025-02-25,Desktop,Latin America,Returning_Visitor,False,False,False,0.0
2024-02-25,Mobile,North America,New_Visitor,True,True,False,0.0
2025-02-25,Desktop,North America,New_Visitor,True,True,True,181.4690393383636
2023-08-25,Desktop,North America,Returning_Visitor,False,False,False,0.0
2025-02-25,Mobile,Europe,Returning_Visitor,False,False,False,0.0
2023-12-25,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-07-20,Mobile,Europe,New_Visitor,False,False,False,0.0
2025-01-27,Mobile,Asia,New_Visitor,True,False,False,0.0
2023-10-05,Mobile,North America,Returning_Visitor,False,False,False,0.0
2023-08-23,Mobile,Latin America,Returning_Visitor,False,False,False,0.0
2024-05-08,Mobile,Europe,Returning_Visitor,True,True,True,23.6043902845334
2023-01-04,Mobile,Latin America,New_Visitor,False,False,False,0.0
2024-10-27,Mobile,Asia,New_Visitor,True,True,True,132.92590479663943
2024-03-17,Mobile,Europe,New_Visitor,True,False,False,0.0
2023-01-29,Mobile,North America,Returning_Visitor,True,True,True,117.3300091435772
2025-02-25,Mobile,Europe,New_Visitor,False,False,False,0.0
2024-09-01,Mobile,Europe,Returning_Visitor,True,True,True,181.5532770340298
